C03557	NCCP(O)(O)=O
C05955	CCCCC[C@H](O)\C=C\C1=CCC(=O)[C@@H]1C\C=C/CCCC(O)=O
C05950	O[C@@H](CCCC(O)=O)\C=C/C=C/C=C/[C@H](O)C\C=C/CCCCC(O)=O
C06269	[As]
C02518	Nc1ccc(C(O)=O)c(O)c1
C03328	CCC[C@@](O)(CC(O)=O)C(O)=O
C01529	[Se]
C00768	NC(Cc1c[nH]cn1)C(O)=O
C06263	[Si]
C05717	NC(CCC#N)C(O)=O
C09751	O[C@@H]1[C@H](Oc2cc(O)ccc2C1=O)c1ccc(O)cc1
C10238	O[C@@H]1Cc2c(O)cc(O)c([C@H]3[C@H](O)[C@H](Oc4cc(O)cc(O)c34)c3ccc(O)c(O)c3)c2O[C@@H]1c1ccc(O)c(O)c1
C04007	OC[C@H]1O[C@@H](Oc2ccc3C(=O)CC(Oc3c2)c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
C06265	[C]
C05959	CCCCC[C@H](O)\C=C\[C@H]1[C@@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
C10382	C1=C(C=2C(C=3C(=CC(=CC3C(C2C=C1OC)=O)C)O)=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O
C04526	CN[C@@H]1[C@@H](O[C@@H](CO)[C@H](O)[C@H]1OP(O)(O)=O)O[C@@H]1[C@@H](CO)[C@H](C)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]1NC(N)=N
C06680	OC(=O)c1ccc(O)cc1C(O)=O
C09908	CC(C)c1ccc(C)cc1O
C09809	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1C=CCC=C1
C08861	[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@]([H])([C@@H](O)C[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1
C06693	[H][C@@]1(C[C@H](C)[C@@]([H])(O1)[C@]1(CC)CC[C@@]([H])(O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@]([H])(O2)[C@@H](C)[C@@H](OC)[C@H](C)C(O)=O)O1)[C@@]1([H])O[C@@](O)(CO)[C@H](C)C[C@@H]1C
C02424	N[C@@H](CCCNC(N)=N)C(=O)O[*]
C07582	Nc1nc(O)c2nc(CNc3ccc(cc3)C(O)=O)cnc2n1
C00959	CCCCC[C@H](O)\C=C\C1=C(CCCCCCC(O)=O)C(=O)CC1
C05423	[H][C@@]1(CC[C@@]2([H])[C@]3([H])C[C@@H]4O[C@@]44CCCC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
C01506	OC[C@H](O)[*]
C11909	C[C@@H]1CC(=O)[C@@H](O)C(O1)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
C09332	Nc1nc2NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)Nc2c(=O)[nH]1
C08858	[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4(O)C[C@H](CC[C@]4(C=O)[C@@]3([H])CC[C@]12C)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C1=CC(=O)OC1
C09803	C[C@@H]1O[C@@H](O[C@H]2[C@@H](Oc3cc(O)cc(O)c3C2=O)c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
C02802	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc(F)cc1
C09479	COc1ccccc1[C@@H]1CC(=O)c2c(O1)cc1OCOc1c2OC
C05350	OC(=O)C(\O)=C\c1ccc(O)cc1
C04068	O[C@@H]1COC(OC[C@H]2OC(Oc3c(oc4ccccc4c3=O)-c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
C06138	[H][C@]1(O[C@@](C[C@H](O)[C@H]1NC(C)=O)(O[C@H](CO)[C@@H](O)[C@]1([H])O[C@@](C[C@H](O)[C@H]1NC(C)=O)(O[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]3[C@@H](CO)O[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](OC[C@H](NC([*])=O)[C@H](O)\C=C\CCCCCCCCCCCCC)O[C@@H]4CO)[C@H](O)[C@H]3O[C@@]3(C[C@H](O)[C@@H](NC(C)=O)[C@@]([H])(O3)[C@H](O)[C@H](O)CO)C(O)=O)[C@@H]2NC(C)=O)[C@@H]1O)C(O)=O)C(O)=O)[C@H](O)[C@H](O)CO
C05893	C[C@@H](NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]1[C@@H](NC(C)=O)[C@H](O[C@H](CO)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)OP(O)(=O)OP(O)(=O)OC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C(O)=O)C(O)=O
C05844	S(CCNC(CC[C@@H](C(O)=O)N)=O)(O)(=O)=O
C04812	N[C@H]1[C@H](O)[C@@H](NC(N)=N)[C@H](O)[C@@H](O)[C@@H]1OP(O)(O)=O
C06438	CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](CCCCCCC(O)=O)[C@@H](O)CC1=O
C06267	[V]
C06351	Oc1ccc(C[C@H]2NCCc3cc(O)c(O)cc23)cc1O
C05344	C[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c2nc(N)[nH]c3=O)[C@H](O)[C@H](O)C1=O
C06560	Nc1nc(N)nc(Cl)n1
C07632	[H][C@@]12CCC3CC(O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)C(O)CC[C@@]21[H]
C06135	O[C@H]1[C@H]([C@H](O[C@H]([C@@H]1O)O[C@@H]2[C@H](O[C@@H](OC[C@@H]([C@@H](/C=C/CCCCCCCCCCCCC)O)NC(=O)*)[C@@H]([C@H]2O)O)CO)CO)O[C@H]3[C@@H]([C@H]([C@@H](O)[C@H](O3)CO)O)NC(C)=O
C08498	[H]C(=O)[C@H](C)[C@]1([H])CC[C@](C)(O1)C=C
C06031	C[C@H]([C@@H](O)C(O)=O)C(O)=O
C02790	Oc1c([*])c([*])c([*])c(c1[*])-c1oc2c([*])c([*])c([*])c([*])c2c(=O)c1[*]
C04347	[*]SC(=O)C=C=C
C05341	NCCCC[C@H](NC(=O)CCN)C(O)=O
C11433	COc1cccc2c1ccc1ccccc21
C06584	Clc1ccc(cc1)-c1ccccc1
C06005	CC[C@](C)(O)C(=O)C([O-])=O
C10684	COc1cc(O)cc(OC)c1C(C)=O
C06471	[H]C([H])([C@@]([H])(O)C=O)[C@@]([H])(O)[C@@]([H])(C)O
C08322	CCCC\C=C/CCCCCCCC(O)=O
C11058	Clc1c(Cl)c(Cl)c2Oc3ccccc3Oc2c1Cl
C04336	OCC(=O)N[C@@H]1C(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
C06198	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O
C08587	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C23OC2(C)CCCC3(C)C)C(C)(C)CCC1
C06532	CO[C@@H]1C[C@]23N(CC=C2C=C1)CCC1=C3CC(=O)OC1
C07178	COc1cc(cc(OC)c1OC)C(=O)NCc1ccc(OCCN(C)C)cc1
C08735	Nc1nc(O)nc(Cl)n1
C08874	[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4(O)C[C@H](CC[C@]4(C)[C@@]3([H])[C@H](O)C[C@]12C)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C1=CC(=O)OC1
C01122	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)\C=C/[*]
C08347	O[C@@H]1C[C@H](O)[C@H](O)CO1
C06534	[H][C@]12C=C[C@H](OC(C)=O)[C@@H]3Oc4c(OC(C)=O)ccc5C[C@H]1N(C)CC[C@@]23c45
C05949	CCCCC\C=C/CC(=O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O
C02783	[C@H]1(O[C@@H]([C@H](O)[C@@H]([C@H]1O)O[C@]2(O[C@]([C@@H]([C@H](C2)O)NC(C)=O)([C@@H]([C@H](O)CO)O)[H])C(O)=O)CO)O[C@@H]3[C@H]([C@H](O[C@@H]4[C@H]([C@H](O[C@@H]5[C@H](O[C@@H](OC[C@@H]([C@@H](/C=C/CCCCCCCCCCCCC)O)NC(=O)*)[C@@H]([C@H]5O)O)CO)O[C@@H]([C@@H]4O)CO)O)O[C@H](CO)[C@H]3O)NC(C)=O
C05953	CCCCC[C@H](O)\C=C\[C@H]1C=CC(=O)[C@@H]1C\C=C/CCCC(O)=O
C10901	Nc1nc2ccccc2[nH]1
C03948	OC[C@H]1OC(=O)[C@@H](NC(=O)CO)[C@@H](O)[C@@H]1O
C07027	N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c(N)ncnc12
C08879	[H][C@@]1(CC[C@]2(O)[C@]3([H])CCC4=C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O)c1ccc(=O)oc1
C02221	N#Cc1ccccn1
C05843	Cn1ccc(=O)c(c1)C(N)=O
C11003	Cc1ccc(N)c(C)c1
C06636	ClC(Cl)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
C08428	OC[C@H]1O[C@@H](SC(Cc2cn(c3ccccc23)S(O)(=O)=O)=NOS(O)(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C02492	CC(N)=O
C06474	[H]C(=O)[C@]([H])(O)[C@@]1([H])OC[C@@H](O)[C@@H]1O
C11000	Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O
C08817	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC\C(C(C)C)=C/C
C11013	Nc1cccc(F)c1
C05386	C[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c2nc(N)[nH]c3=O)[C@H](O)[C@H](O)[C@H]1O
C03126	O[C@@H](C=O)[C@@H](O)[C@H](O)[C@@H](OS(O)(=O)=O)C(O)=O
C02543	OCC(=O)COS(O)(=O)=O
C00806	NC(Cc1c[nH]c2ccccc12)C(O)=O
C10876	[H][C@]1([C@H](COC1=O)Cc1ccc2OCOc2c1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1cc(OC)c(OC)c(OC)c1
C07834	CC1OC(C)OC(C)O1
C04191	CN[C@@H]1[C@@H](O[C@@H](CO)[C@H](O)[C@H]1OP(O)(O)=O)O[C@H]1[C@@H](O[C@@H](C)[C@]1(O)CO)O[C@H]1[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]1NC(N)=N
C07642	C1CN1c1nc(nc(n1)N1CC1)N1CC1
C06521	CN1CCC[C@H]1CC(=O)C[C@H]1CCCN1C
C04165	C[C@@H]1CC[C@@H](C(C)C)[C@H](C1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C11059	Clc1cc(Cl)c2Oc3cc(Cl)cc(Cl)c3Oc2c1
C06136	CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O
C04660	CN[C@@H]1[C@@H](O[C@@H](CO)[C@H](O)[C@H]1OP(O)(O)=O)O[C@@H]1[C@@H](CO)[C@H](C)O[C@H]1O[C@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](NC(N)=N)[C@@H](O)[C@@H]1NC(N)=N
C11429	O1[C@H]2[C@@H]1c1ccccc1-c1ccccc21
C03417	N[C@@H](CCCNC(=N)N[N+]([O-])=O)C(O)=O
C05284	[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])[C@@H](O)C[C@]1(C)C(=O)CC[C@@]21[H]
C03595	P(CC[N+](C)(C)C)(OCC(OC(=O)C)COC(=O)C)(=O)[O-]
C04286	OC(=O)C(=O)Cc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O
C06502	Nc1ncnc(N)c1NC=O
C08810	[H][C@@]1(CC(CC)=C(C)C(=O)O1)[C@](C)(O)[C@@]1([H])CC[C@@]2(O)C3=CC(=O)[C@]4([H])C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@]3([H])CC(=O)[C@]12C
C01009	OC[C@H]1OC(C[C@@H](O)[C@@H]1O)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O
C02363	CCOc1cccc(c1)C([O-])=O
C01712	CCCCCCCC\C=C\CCCCCCCC(O)=O
C03879	CC(=O)NC1C(O)C(O)C(CO)O[C@H]1O[*]
C05280	CCCCC\C=C/C\C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C05939	N[C@@H](CCC(=O)NN1CCC[C@@H]1C(O)=O)C(O)=O
C03347	N[C@@H](Cc1cc(Cl)c(O)c(Cl)c1)C(O)=O
C03342	OC[C@@H](O)[C@H](O)[C@H](O)C(=O)C([O-])=O
C06439	CC\C=C/C[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
C05417	[H][C@@]1(CC[C@@]2([H])[C@]3([H])C[C@H]4O[C@]44CCCC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
C00602	OC[C@H]1O[C@@H](O[*])[C@H](O)[C@@H](O)[C@H]1O
C05595	OC(=O)CCC(NC(=O)Cc1ccc(O)cc1)C(O)=O
C03987	Oc1ccc(CC(=O)C([O-])=O)cc1I
C02792	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1cccc(F)c1
C05485	[H][C@@]12CC=C3C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@H](CC[C@@]21[H])C(=O)CO
C02057	NC(Cc1ccccc1)C(O)=O
C03629	NCCCC(=O)NC(Cc1c[nH]cn1)C(O)=O
C06806	CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1
C06140	[H][C@]1(O[C@@](C[C@H](O)[C@H]1NC(C)=O)(O[C@H](CO)[C@@H](O)[C@]1([H])O[C@@](C[C@H](O)[C@H]1NC(C)=O)(O[C@@H]1[C@@H](O)[C@@H](O[C@H](CO)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@]3(C[C@H](O)[C@@H](NC(C)=O)[C@@]([H])(O3)[C@H](O)[C@H](O)CO)C(O)=O)[C@H]2O)[C@H]1NC(C)=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](OC[C@H](NC([*])=O)[C@H](O)\C=C\CCCCCCCCCCCCC)O[C@@H]1CO)C(O)=O)C(O)=O)[C@H](O)[C@H](O)CO
C04580	[H][C@]1(OC(=C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO
C05861	OC[C@H]1O[C@@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C06268	[Cr]
C00968	Nc1ncnc2n(cnc12)[C@H]1C[C@@H]2OP(O)(=O)OC[C@H]2O1
C10050	C[C@@H]1O[C@@H](Oc2c(O)cc(O)c3c2oc(-c2ccc(O)c(O)c2)c(O)c3=O)[C@H](O)[C@H](O)[C@H]1O
C11427	Oc1c(C=O)ccc2ccccc12
C06114	N[C@@H](CCC(=O)NCCC#N)C(O)=O
C05520	NC(C(O)=O)C(=O)CCC(O)=O
C02616	CCCCC[C@H](O)\C=C\C1=C(C\C=C/CCCC(O)=O)C(=O)CC1
C00718	CC(=O)NCCCNCCCCNCCCNC(C)=O
C05827	Cn1cnc(CC=O)c1
C08648	C(C(=O)[O-])C(C(=O)[O-])(O)C(C)C
C03776	CC(=O)N[C@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1=O
C05581	[H]C(=O)Cc1ccc(O)c(OC)c1
C00291	[Ni]
C09617	O[C@@H]1CO[C@@H](Oc2cc(O)c3C[C@H](O)[C@H](Oc3c2)c2ccc(O)c(O)c2)[C@H](O)[C@H]1O
C07557	Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl
C06772	OCCNCCO
C09313	COc1cc2oc(=O)ccc2c(OC)c1OC
C04285	OC(=O)C(=O)Cc1cc(Br)c(O)c(Br)c1
C05958	CCCCC[C@H](O)C\C=C1/[C@@H](C\C=C/CCCC(O)=O)C=CC1=O
C03726	[C@H](CS(=O)*)(C(O)=O)N
C06213	CNCCc1c[nH]c2ccccc12
C08862	[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@]([H])([C@@H](O)C[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@@H]1O[C@H](C)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](OC)[C@H]1O
C07638	O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[H][C@@]1(O[Sb]2(O)(O[C@@H](C([O-])=O)[C@@]1([H])O2)O[Sb]12([O-])O[C@@H](C([O-])=O)[C@@]([H])(O1)[C@]([H])(O2)[C@H](O)CO)[C@H](O)CO
C09975	Oc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1C=O
C10264	COc1cc(O)c(C(O)=O)c(\C=C\c2ccccc2)c1CC=C(C)C
C05961	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC(=O)CCCCC(O)=O
C03898	Oc1cc(ccc1OS(O)(=O)=O)-c1oc2cc(OS(O)(=O)=O)cc(O)c2c(=O)c1OS(O)(=O)=O
C01017	NC(Cc1c[nH]c2ccc(O)cc12)C(O)=O
C06141	[H][C@]1(O[C@@](C[C@H](O)[C@H]1NC(C)=O)(O[C@H](CO)[C@@H](O)[C@]1([H])O[C@@](C[C@H](O)[C@H]1NC(C)=O)(O[C@@H]1[C@@H](O)[C@@H](O[C@H](CO)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](OC[C@H](NC([*])=O)[C@H](O)\C=C\CCCCCCCCCCCCC)O[C@@H]1CO)C(O)=O)C(O)=O)[C@H](O)[C@H](O)CO
C06622	C[C@@H]1O[C@@H](C[C@@H](O)C1=O)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
C06145	[H]C(=O)CC#C
C05562	OCc1c[nH]cn1
C11052	C=1C=C(C=C2C1C=CC(=O)O2)OCC
C03059	NC(CO)(CO)C(O)=O
C03466	CC(=C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C00252	OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C05620	CC(=O)N[C@H](Cc1ccccc1)C(O)=O
C02921	Oc1c([*])c([*])c([*])c([*])c1-c1c([*])oc2c([*])c([*])c([*])c([*])c2c1=O
C03783	N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)OC1OP(O)(O)=O
C04805	CCCCC\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CCCC(O)=O
C12308	[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)CCC[C@@]21COC3=O
C08629	OC[C@H]1O[C@@H](Oc2cc(ccc2O)-c2[o+]c3cc(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3cc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C03829	CS(=N)(=O)CC[C@H](N)C(O)=O
C03884	CNC(=N)NCCC[C@H](N)C(O)=O
C05498	[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])[C@@H](O)C[C@]1(C)[C@H](CC[C@@]21[H])C(C)=O
C02628	NC(=N)N[C@@H]1C[C@H](NC(N)=N)[C@@H](O)[C@H](O)[C@H]1O
C07478	C\C(=C\C=C(\O)C(O)=O)C(O)=O
C03773	CC(=O)OC[C@H]1O[C@@H](O[*])[C@H](O)[C@@H](O)[C@H]1O
C05834	CC1(O)C(=O)Nc2ccccc12
C03521	[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(NC(=O)CO)C=O
C04134	CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1O[*]
C10303	COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2C(=O)c3cc(C)c(O)c(OC)c3C(=O)c2c1O
C05962	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CC(=O)CCCCC(O)=O
C08868	[H][C@]12CC[C@]3(C)[C@]([H])(CC[C@]3(O)C1CC[C@]1(O)C[C@H](CC[C@]21C=O)O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O)c1ccc(=O)oc1
C03225	N[C@@H](Cc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O)C(O)=O
C03542	CSc1ncnc2[nH]cnc12
C03416	CN(C)c1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
C08063	O=C1CCC(=O)CC1
C04126	C[C@@H](CN)OP(O)(O)=O
C01630	O[C@@H]1CO[C@@H](O[C@@H]2COC(O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
C05836	C1=CC=CC=2C(=CNC12)CC=NO
C07599	O=c1[nH]c2[nH]ncc2c(=O)[nH]1
C04537	C[C@@H]1O[C@H](OP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O
C04193	O[C@@H]1COC(OC[C@H]2OC(Oc3c(oc4ccccc4c3=O)-c3ccccc3)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O
C02928	[O-]C(C([C@]([C@@](CO)(O)[H])(O)[H])=O)=O
C09314	Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1
C08880	[H][C@@]1(CC[C@@]2(O)[C@]1(C)CC[C@]1([H])[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C3[C@@H](C[C@@]21C)OC(C)=O)c1ccc(=O)oc1
C04458	CN[C@@H]1[C@@H](O[C@@H](CO)[C@H](O)[C@H]1OP(O)(O)=O)O[C@H]1[C@@H](O[C@@H](C)[C@]1(O)CO)O[C@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](NC(N)=N)[C@@H](O)[C@@H]1NC(N)=N
C05396	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@H]1O
C07189	OCC(=O)c1ccccc1
C06546	COc1cc(CCN)cc(OC)c1OC
C09157	[H][C@@]12C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@]3([H])[C@@]1(O)[C@H](C)[C@@H](OC(=O)C(\C)=C\C)[C@]1(OC(=O)CCCCCCCCC)[C@@]2([H])C1(C)C
C02645	CCCCC\C=C/C\C=C/C=C/C=C/C[C@H]1O[C@@H]1CCC(O)=O
C08848	[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4(O)C[C@H](CC[C@]4(C)[C@@]3([H])C[C@@H](O)[C@]12C)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C1=CC(=O)OC1
C06477	[H]C(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
C05279	CCCCC\C=C/CC\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C01313	ON1C(CS)C(C[C@H]1C(=O)NCC(O)=O)c1ccc2OCOc2c1
C06157	NC(=O)CCCCC(S)CCSC(=O)CCCC(O)=O
C06037	OC[C@H]1O[C@H](OC[C@H]2O[C@@H](OC[C@@H](COC([*])=O)OC([*])=O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
C04392	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c2[nH]c(=O)[nH]c3=O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(=O)[nH]c2=O
C00574	C[C@H]1O[C@@H](O[*])[C@H](O)[C@@H](O)[C@H]1O
C06988	Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl
